city,country,continent,latitude,longitude,population,date,pm25,pm10,no2,o3,so2,aqi
Bogotá,CO,South America,4.711,-74.0721,7.9,2024-09-27,17.02,37.53,29.51,36.51,4.0,60.7
Cairo,EG,Africa,30.0444,31.2357,21.0,2024-09-27,121.8,220.2,58.4,58.04,23.36,219.7
Lagos,NG,Africa,6.5244,3.3792,15.4,2024-09-27,38.23,79.85,26.62,39.97,4.65,107.1
Johannesburg,ZA,Africa,-26.2041,28.0473,6.0,2024-09-27,67.06,120.59,52.53,55.12,19.41,162.2
Nairobi,KE,Africa,-1.2921,36.8219,4.4,2024-09-27,35.03,65.04,33.01,43.01,8.01,99.3
Sydney,AU,Oceania,-33.8688,151.2093,5.3,2024-09-27,9.4,21.6,22.2,48.32,1.88,39.2
Melbourne,AU,Oceania,-37.8136,144.9631,5.2,2024-09-27,5.0,12.39,15.8,42.48,1.0,20.9
Delhi,IN,Asia,28.7041,77.1025,32.0,2024-09-28,102.11,188.16,51.05,42.63,13.42,199.0
Beijing,CN,Asia,39.9042,116.4074,21.5,2024-09-28,73.61,132.91,44.3,36.58,17.72,169.1
Tokyo,JP,Asia,35.6762,139.6503,14.0,2024-09-28,19.09,36.13,25.04,38.23,2.82,65.2
Seoul,KR,Asia,37.5665,126.978,9.8,2024-09-28,33.03,64.55,31.52,39.91,7.61,95.0
Mumbai,IN,Asia,19.076,72.8777,20.9,2024-09-28,41.76,90.14,31.38,32.03,5.35,115.9
Shanghai,CN,Asia,31.2304,121.4737,27.8,2024-09-28,67.72,126.59,50.86,37.32,17.54,162.9
Bangkok,TH,Asia,13.7563,100.5018,10.1,2024-09-28,42.9,86.85,35.95,46.37,7.58,118.7
Jakarta,ID,Asia,-6.2088,106.8456,10.9,2024-09-28,84.1,146.14,56.05,55.23,15.82,180.1
Hong Kong,HK,Asia,22.3193,114.1694,7.5,2024-09-28,37.89,69.33,41.44,44.87,8.58,106.2
Singapore,SG,Asia,1.3521,103.8198,5.9,2024-09-28,8.2,21.3,23.1,40.86,2.24,34.2
Kolkata,IN,Asia,22.5726,88.3639,14.7,2024-09-28,69.83,147.25,37.42,35.45,7.97,165.2
Dubai,AE,Asia,25.2048,55.2708,3.6,2024-09-28,35.41,115.61,33.2,57.12,10.08,100.0
Riyadh,SA,Asia,24.7136,46.6753,7.0,2024-09-28,54.51,156.77,37.26,59.35,10.9,147.8
Hanoi,VN,Asia,21.0285,105.8542,8.4,2024-09-28,70.42,118.13,42.71,46.63,15.08,165.8
Lahore,PK,Asia,31.5204,74.3587,11.2,2024-09-28,171.7,287.55,75.85,55.51,28.34,222.4
London,GB,Europe,51.5074,-0.1278,9.0,2024-09-28,48.63,79.95,48.32,52.99,10.33,133.1
Paris,FR,Europe,48.8566,2.3522,2.2,2024-09-28,21.01,39.52,32.51,42.3,4.2,69.3
Berlin,DE,Europe,52.52,13.405,3.6,2024-09-28,21.75,40.62,29.87,41.12,3.75,70.9
Madrid,ES,Europe,40.4168,-3.7038,3.3,2024-09-28,12.03,27.05,28.02,48.41,1.61,50.1
Rome,IT,Europe,41.9028,12.4964,2.8,2024-09-28,16.72,34.08,31.36,47.22,3.14,60.1
Moscow,RU,Europe,55.7558,37.6173,12.6,2024-09-28,58.33,103.0,49.67,49.0,11.67,153.1
Amsterdam,NL,Europe,52.3676,4.9041,0.9,2024-09-28,11.16,24.23,27.08,41.25,1.83,46.5
Warsaw,PL,Europe,52.2297,21.0122,1.9,2024-09-28,29.74,57.61,33.87,43.92,5.95,88.0
New York,US,North America,40.7128,-74.006,8.3,2024-09-28,21.73,40.6,26.87,46.12,4.75,70.8
Los Angeles,US,North America,34.0522,-118.2437,3.9,2024-09-28,41.28,74.42,35.14,66.88,6.26,114.7
Mexico City,MX,North America,19.4326,-99.1332,21.5,2024-09-28,71.23,124.34,50.11,59.87,17.25,166.6
Chicago,US,North America,41.8781,-87.6298,2.7,2024-09-28,44.53,76.79,39.26,54.36,9.91,122.8
Toronto,CA,North America,43.6532,-79.3832,2.9,2024-09-28,16.62,32.93,26.31,44.99,3.32,59.9
São Paulo,BR,South America,-23.5505,-46.6333,12.3,2024-09-28,45.45,80.67,38.22,45.13,8.09,125.1
Rio de Janeiro,BR,South America,-22.9068,-43.1729,6.7,2024-09-28,55.4,95.6,44.2,56.12,10.08,150.0
Buenos Aires,AR,South America,-34.6037,-58.3816,15.6,2024-09-28,29.38,57.07,31.69,45.41,5.28,87.2
Fortaleza,BR,South America,-3.7172,-38.5433,2.7,2024-09-28,18.65,37.98,25.33,52.2,3.13,64.2
Santiago,CL,South America,-33.4489,-70.6693,5.3,2024-09-28,6.06,27.1,34.03,35.42,1.61,25.3
Bogotá,CO,South America,4.711,-74.0721,7.9,2024-09-28,39.05,70.58,40.53,43.12,8.41,109.1
Cairo,EG,Africa,30.0444,31.2357,21.0,2024-09-28,57.12,123.18,26.06,38.64,10.42,151.8
Lagos,NG,Africa,6.5244,3.3792,15.4,2024-09-28,96.04,166.56,55.52,57.31,16.21,192.7
Johannesburg,ZA,Africa,-26.2041,28.0473,6.0,2024-09-28,17.69,46.53,27.84,40.31,9.54,62.2
Nairobi,KE,Africa,-1.2921,36.8219,4.4,2024-09-28,44.72,79.58,37.86,45.92,9.94,123.3
Sydney,AU,Oceania,-33.8688,151.2093,5.3,2024-09-28,24.2,43.8,29.6,52.76,4.84,76.1
Melbourne,AU,Oceania,-37.8136,144.9631,5.2,2024-09-28,8.01,19.01,18.0,43.8,1.2,33.4
Delhi,IN,Asia,28.7041,77.1025,32.0,2024-09-29,103.8,190.69,51.9,43.14,13.76,200.8
Beijing,CN,Asia,39.9042,116.4074,21.5,2024-09-29,80.43,143.14,47.71,38.63,19.09,176.3
Tokyo,JP,Asia,35.6762,139.6503,14.0,2024-09-29,5.51,15.77,18.26,34.15,1.0,23.0
Seoul,KR,Asia,37.5665,126.978,9.8,2024-09-29,72.26,123.39,51.13,51.68,15.45,167.7
Mumbai,IN,Asia,19.076,72.8777,20.9,2024-09-29,77.9,144.36,49.45,42.87,12.58,173.6
Shanghai,CN,Asia,31.2304,121.4737,27.8,2024-09-29,64.65,121.97,49.32,36.39,16.93,159.7
Bangkok,TH,Asia,13.7563,100.5018,10.1,2024-09-29,91.5,159.75,60.25,60.95,17.3,187.9
Jakarta,ID,Asia,-6.2088,106.8456,10.9,2024-09-29,72.42,128.63,50.21,51.73,13.48,167.9
Hong Kong,HK,Asia,22.3193,114.1694,7.5,2024-09-29,42.11,75.66,43.55,46.13,9.42,116.8
Singapore,SG,Asia,1.3521,103.8198,5.9,2024-09-29,18.69,37.03,28.34,44.01,4.34,64.3
Kolkata,IN,Asia,22.5726,88.3639,14.7,2024-09-29,110.93,208.89,57.96,47.78,16.19,208.3
Dubai,AE,Asia,25.2048,55.2708,3.6,2024-09-29,76.46,177.19,53.73,69.44,18.29,172.1
Riyadh,SA,Asia,24.7136,46.6753,7.0,2024-09-29,69.57,179.35,44.78,63.87,13.91,164.9
Hanoi,VN,Asia,21.0285,105.8542,8.4,2024-09-29,111.92,180.38,63.46,59.08,23.38,209.3
Lahore,PK,Asia,31.5204,74.3587,11.2,2024-09-29,91.22,166.83,35.61,31.37,12.24,187.6
London,GB,Europe,51.5074,-0.1278,9.0,2024-09-29,21.03,38.55,34.52,44.71,4.81,69.3
Paris,FR,Europe,48.8566,2.3522,2.2,2024-09-29,21.88,40.82,32.94,42.56,4.38,71.1
Berlin,DE,Europe,52.52,13.405,3.6,2024-09-29,11.48,25.22,24.74,38.04,1.7,47.9
Madrid,ES,Europe,40.4168,-3.7038,3.3,2024-09-29,25.42,47.13,34.71,52.43,4.28,78.7
Rome,IT,Europe,41.9028,12.4964,2.8,2024-09-29,33.42,59.13,39.71,52.23,6.48,95.8
Moscow,RU,Europe,55.7558,37.6173,12.6,2024-09-29,53.87,96.3,47.43,47.66,10.77,146.2
Amsterdam,NL,Europe,52.3676,4.9041,0.9,2024-09-29,22.36,41.03,32.68,44.61,4.07,72.2
Warsaw,PL,Europe,52.2297,21.0122,1.9,2024-09-29,18.69,41.04,28.35,40.61,3.74,64.3
New York,US,North America,40.7128,-74.006,8.3,2024-09-29,18.08,35.12,25.04,45.02,4.02,63.0
Los Angeles,US,North America,34.0522,-118.2437,3.9,2024-09-29,8.26,24.89,18.63,56.98,1.0,34.5
Mexico City,MX,North America,19.4326,-99.1332,21.5,2024-09-29,94.4,159.11,61.7,66.82,21.88,191.0
Chicago,US,North America,41.8781,-87.6298,2.7,2024-09-29,39.62,69.43,36.81,52.89,8.92,110.5
Toronto,CA,North America,43.6532,-79.3832,2.9,2024-09-29,10.94,24.41,23.47,43.28,2.19,45.6
São Paulo,BR,South America,-23.5505,-46.6333,12.3,2024-09-29,48.25,84.88,39.63,45.98,8.65,132.1
Rio de Janeiro,BR,South America,-22.9068,-43.1729,6.7,2024-09-29,9.17,26.26,21.09,42.25,1.0,38.3
Buenos Aires,AR,South America,-34.6037,-58.3816,15.6,2024-09-29,29.96,57.93,31.98,45.59,5.39,88.4
Fortaleza,BR,South America,-3.7172,-38.5433,2.7,2024-09-29,29.17,53.75,30.58,55.35,5.23,86.7
Santiago,CL,South America,-33.4489,-70.6693,5.3,2024-09-29,46.11,87.16,54.05,47.43,9.62,126.8
Bogotá,CO,South America,4.711,-74.0721,7.9,2024-09-29,5.0,12.87,21.29,31.57,1.0,20.9
Cairo,EG,Africa,30.0444,31.2357,21.0,2024-09-29,104.12,193.68,49.56,52.74,19.82,201.2
Lagos,NG,Africa,6.5244,3.3792,15.4,2024-09-29,63.48,117.71,39.24,47.54,9.7,158.5
Johannesburg,ZA,Africa,-26.2041,28.0473,6.0,2024-09-29,31.51,67.26,34.75,44.45,12.3,91.7
Nairobi,KE,Africa,-1.2921,36.8219,4.4,2024-09-29,24.92,49.88,27.96,39.98,5.98,77.6
Sydney,AU,Oceania,-33.8688,151.2093,5.3,2024-09-29,9.74,22.12,22.37,48.42,1.95,40.6
Melbourne,AU,Oceania,-37.8136,144.9631,5.2,2024-09-29,21.54,39.31,24.77,47.86,3.91,70.4
Delhi,IN,Asia,28.7041,77.1025,32.0,2024-09-30,85.58,163.37,42.79,37.67,10.12,181.7
Beijing,CN,Asia,39.9042,116.4074,21.5,2024-09-30,24.31,58.97,19.66,21.79,7.86,76.3
Tokyo,JP,Asia,35.6762,139.6503,14.0,2024-09-30,30.5,53.25,30.75,41.65,5.1,89.6
Seoul,KR,Asia,37.5665,126.978,9.8,2024-09-30,23.61,50.41,26.8,37.08,5.72,74.8
Mumbai,IN,Asia,19.076,72.8777,20.9,2024-09-30,72.77,136.65,46.88,41.33,11.55,168.2
Shanghai,CN,Asia,31.2304,121.4737,27.8,2024-09-30,46.58,94.87,40.29,30.97,13.32,127.9
Bangkok,TH,Asia,13.7563,100.5018,10.1,2024-09-30,16.7,47.54,22.85,38.51,2.34,60.1
Jakarta,ID,Asia,-6.2088,106.8456,10.9,2024-09-30,45.29,87.93,36.64,43.59,8.06,124.7
Hong Kong,HK,Asia,22.3193,114.1694,7.5,2024-09-30,43.28,77.42,44.14,46.48,9.66,119.7
Singapore,SG,Asia,1.3521,103.8198,5.9,2024-09-30,10.36,24.54,24.18,41.51,2.67,43.2
Kolkata,IN,Asia,22.5726,88.3639,14.7,2024-09-30,168.56,295.34,86.78,65.07,27.71,219.1
Dubai,AE,Asia,25.2048,55.2708,3.6,2024-09-30,78.52,180.27,54.76,70.05,18.7,174.3
Riyadh,SA,Asia,24.7136,46.6753,7.0,2024-09-30,19.88,104.82,19.94,48.96,3.98,66.9
Hanoi,VN,Asia,21.0285,105.8542,8.4,2024-09-30,83.39,137.58,49.19,50.52,17.68,179.4
Lahore,PK,Asia,31.5204,74.3587,11.2,2024-09-30,137.82,236.74,58.91,45.35,21.56,236.5
London,GB,Europe,51.5074,-0.1278,9.0,2024-09-30,20.1,37.15,34.05,44.43,4.62,67.3
Paris,FR,Europe,48.8566,2.3522,2.2,2024-09-30,5.37,16.06,24.69,37.61,1.07,22.4
Berlin,DE,Europe,52.52,13.405,3.6,2024-09-30,15.2,30.8,26.6,39.16,2.44,56.9
Madrid,ES,Europe,40.4168,-3.7038,3.3,2024-09-30,29.31,52.97,36.66,53.59,5.06,87.0
Rome,IT,Europe,41.9028,12.4964,2.8,2024-09-30,35.73,62.6,40.87,52.92,6.95,100.8
Moscow,RU,Europe,55.7558,37.6173,12.6,2024-09-30,57.91,102.37,49.46,48.87,11.58,152.6
Amsterdam,NL,Europe,52.3676,4.9041,0.9,2024-09-30,26.66,47.49,34.83,45.9,4.93,81.4
Warsaw,PL,Europe,52.2297,21.0122,1.9,2024-09-30,28.58,55.87,33.29,43.57,5.72,85.5
New York,US,North America,40.7128,-74.006,8.3,2024-09-30,17.05,33.57,24.52,44.71,3.81,60.8
Los Angeles,US,North America,34.0522,-118.2437,3.9,2024-09-30,43.7,78.04,36.35,67.61,6.74,120.7
Mexico City,MX,North America,19.4326,-99.1332,21.5,2024-09-30,34.31,68.96,31.65,48.79,9.86,97.7
Chicago,US,North America,41.8781,-87.6298,2.7,2024-09-30,19.59,39.38,26.79,46.88,4.92,66.2
Toronto,CA,North America,43.6532,-79.3832,2.9,2024-09-30,28.36,50.54,32.18,48.51,5.67,85.0
São Paulo,BR,South America,-23.5505,-46.6333,12.3,2024-09-30,34.75,64.62,32.87,41.92,5.95,98.7
Rio de Janeiro,BR,South America,-22.9068,-43.1729,6.7,2024-09-30,23.95,48.42,28.47,46.68,3.79,75.6
Buenos Aires,AR,South America,-34.6037,-58.3816,15.6,2024-09-30,66.82,113.23,50.41,56.65,12.76,162.0
Fortaleza,BR,South America,-3.7172,-38.5433,2.7,2024-09-30,44.25,76.38,38.13,59.88,8.25,122.1
Santiago,CL,South America,-33.4489,-70.6693,5.3,2024-09-30,19.65,47.48,40.83,39.5,4.33,66.4
Bogotá,CO,South America,4.711,-74.0721,7.9,2024-09-30,5.0,18.77,23.26,32.75,1.5,20.9
Cairo,EG,Africa,30.0444,31.2357,21.0,2024-09-30,127.91,229.36,61.45,59.87,24.58,226.1
Lagos,NG,Africa,6.5244,3.3792,15.4,2024-09-30,83.74,148.11,49.37,53.62,13.75,179.8
Johannesburg,ZA,Africa,-26.2041,28.0473,6.0,2024-09-30,28.68,63.02,33.34,43.6,11.74,85.7
Nairobi,KE,Africa,-1.2921,36.8219,4.4,2024-09-30,18.82,40.73,24.91,38.15,4.76,64.6
Sydney,AU,Oceania,-33.8688,151.2093,5.3,2024-09-30,21.28,39.42,28.14,51.88,4.26,69.9
Melbourne,AU,Oceania,-37.8136,144.9631,5.2,2024-09-30,15.07,29.61,21.54,45.92,2.61,56.6
Delhi,IN,Asia,28.7041,77.1025,32.0,2024-10-01,170.86,291.29,85.43,63.26,27.17,221.5
Beijing,CN,Asia,39.9042,116.4074,21.5,2024-10-01,96.77,167.65,55.88,43.53,22.35,193.4
Tokyo,JP,Asia,35.6762,139.6503,14.0,2024-10-01,22.69,41.53,26.84,39.31,3.54,72.9
Seoul,KR,Asia,37.5665,126.978,9.8,2024-10-01,5.0,20.51,16.84,31.1,1.73,20.9
Mumbai,IN,Asia,19.076,72.8777,20.9,2024-10-01,84.96,154.94,52.98,44.99,13.99,181.0
Shanghai,CN,Asia,31.2304,121.4737,27.8,2024-10-01,56.78,110.17,45.39,34.03,15.36,151.4
Bangkok,TH,Asia,13.7563,100.5018,10.1,2024-10-01,100.44,173.15,64.72,63.63,19.09,197.3
Jakarta,ID,Asia,-6.2088,106.8456,10.9,2024-10-01,69.06,123.59,48.53,50.72,12.81,164.3
Hong Kong,HK,Asia,22.3193,114.1694,7.5,2024-10-01,32.96,61.94,38.98,43.39,7.59,94.9
Singapore,SG,Asia,1.3521,103.8198,5.9,2024-10-01,11.33,25.99,24.66,41.8,2.87,47.2
Kolkata,IN,Asia,22.5726,88.3639,14.7,2024-10-01,58.04,129.56,31.52,31.91,5.61,152.8
Dubai,AE,Asia,25.2048,55.2708,3.6,2024-10-01,39.72,122.08,35.36,58.42,10.94,110.8
Riyadh,SA,Asia,24.7136,46.6753,7.0,2024-10-01,45.27,142.9,32.63,56.58,9.05,124.7
Hanoi,VN,Asia,21.0285,105.8542,8.4,2024-10-01,39.64,71.95,27.32,37.39,8.93,110.6
Lahore,PK,Asia,31.5204,74.3587,11.2,2024-10-01,117.83,206.75,48.92,39.35,17.57,215.6
London,GB,Europe,51.5074,-0.1278,9.0,2024-10-01,11.27,23.9,29.63,41.78,2.85,47.0
Paris,FR,Europe,48.8566,2.3522,2.2,2024-10-01,27.39,49.08,35.69,44.22,5.48,82.9
Berlin,DE,Europe,52.52,13.405,3.6,2024-10-01,5.0,10.0,17.8,33.88,1.0,20.9
Madrid,ES,Europe,40.4168,-3.7038,3.3,2024-10-01,5.0,10.0,21.4,44.44,1.0,20.9
Rome,IT,Europe,41.9028,12.4964,2.8,2024-10-01,9.68,23.52,27.84,45.1,1.74,40.4
Moscow,RU,Europe,55.7558,37.6173,12.6,2024-10-01,54.48,97.22,47.74,47.84,10.9,147.7
Amsterdam,NL,Europe,52.3676,4.9041,0.9,2024-10-01,22.57,41.36,32.79,44.67,4.11,72.6
Warsaw,PL,Europe,52.2297,21.0122,1.9,2024-10-01,34.0,63.99,36.0,45.2,6.8,97.1
New York,US,North America,40.7128,-74.006,8.3,2024-10-01,21.59,40.38,26.79,46.08,4.72,70.5
Los Angeles,US,North America,34.0522,-118.2437,3.9,2024-10-01,10.94,28.91,19.97,57.78,1.0,45.6
Mexico City,MX,North America,19.4326,-99.1332,21.5,2024-10-01,83.49,142.73,56.24,63.55,19.7,179.5
Chicago,US,North America,41.8781,-87.6298,2.7,2024-10-01,27.98,51.97,30.99,49.39,6.6,84.2
Toronto,CA,North America,43.6532,-79.3832,2.9,2024-10-01,16.92,33.38,26.46,45.08,3.38,60.5
São Paulo,BR,South America,-23.5505,-46.6333,12.3,2024-10-01,58.53,100.29,44.76,49.06,10.71,153.3
Rio de Janeiro,BR,South America,-22.9068,-43.1729,6.7,2024-10-01,55.2,95.3,44.1,56.06,10.04,149.5
Buenos Aires,AR,South America,-34.6037,-58.3816,15.6,2024-10-01,20.55,43.82,27.27,42.76,3.51,68.3
Fortaleza,BR,South America,-3.7172,-38.5433,2.7,2024-10-01,5.0,10.0,10.72,43.43,1.0,20.9
Santiago,CL,South America,-33.4489,-70.6693,5.3,2024-10-01,44.07,84.11,53.04,46.82,9.21,121.7
Bogotá,CO,South America,4.711,-74.0721,7.9,2024-10-01,26.46,51.69,34.23,39.34,5.89,81.0
Cairo,EG,Africa,30.0444,31.2357,21.0,2024-10-01,66.51,137.27,30.76,41.45,12.3,161.7
Lagos,NG,Africa,6.5244,3.3792,15.4,2024-10-01,61.2,114.3,38.1,46.86,9.24,156.1
Johannesburg,ZA,Africa,-26.2041,28.0473,6.0,2024-10-01,5.0,10.0,14.87,32.52,4.35,20.9
Nairobi,KE,Africa,-1.2921,36.8219,4.4,2024-10-01,37.16,68.23,34.08,43.65,8.43,104.4
Sydney,AU,Oceania,-33.8688,151.2093,5.3,2024-10-01,16.69,32.53,25.84,50.51,3.34,60.0
Melbourne,AU,Oceania,-37.8136,144.9631,5.2,2024-10-01,10.94,23.41,19.47,44.68,1.79,45.6
Delhi,IN,Asia,28.7041,77.1025,32.0,2024-10-02,111.97,202.95,55.98,45.59,15.39,209.4
Beijing,CN,Asia,39.9042,116.4074,21.5,2024-10-02,88.63,155.45,51.82,41.09,20.73,184.9
Tokyo,JP,Asia,35.6762,139.6503,14.0,2024-10-02,13.76,28.14,22.38,36.63,1.75,53.8
Seoul,KR,Asia,37.5665,126.978,9.8,2024-10-02,40.51,75.77,35.26,42.15,9.1,112.8
Mumbai,IN,Asia,19.076,72.8777,20.9,2024-10-02,98.18,174.78,59.59,48.96,16.64,194.9
Shanghai,CN,Asia,31.2304,121.4737,27.8,2024-10-02,97.41,171.11,65.7,46.22,23.48,194.1
Bangkok,TH,Asia,13.7563,100.5018,10.1,2024-10-02,72.04,130.56,50.52,55.11,13.41,167.5
Jakarta,ID,Asia,-6.2088,106.8456,10.9,2024-10-02,110.04,185.06,69.02,63.01,21.01,207.4
Hong Kong,HK,Asia,22.3193,114.1694,7.5,2024-10-02,34.82,64.73,39.91,43.95,7.96,98.8
Singapore,SG,Asia,1.3521,103.8198,5.9,2024-10-02,24.31,45.47,31.16,45.69,5.46,76.4
Kolkata,IN,Asia,22.5726,88.3639,14.7,2024-10-02,85.71,171.07,45.36,40.21,11.14,181.8
Dubai,AE,Asia,25.2048,55.2708,3.6,2024-10-02,36.3,116.94,33.65,57.39,10.26,102.2
Riyadh,SA,Asia,24.7136,46.6753,7.0,2024-10-02,40.43,135.64,30.21,55.13,8.09,112.6
Hanoi,VN,Asia,21.0285,105.8542,8.4,2024-10-02,59.62,101.93,37.31,43.39,12.92,154.4
Lahore,PK,Asia,31.5204,74.3587,11.2,2024-10-02,98.58,177.88,39.29,33.58,13.72,195.3
London,GB,Europe,51.5074,-0.1278,9.0,2024-10-02,28.19,49.29,38.1,46.86,6.24,84.7
Paris,FR,Europe,48.8566,2.3522,2.2,2024-10-02,5.0,10.0,21.62,35.77,1.0,20.9
Berlin,DE,Europe,52.52,13.405,3.6,2024-10-02,20.14,38.2,29.07,40.64,3.43,67.4
Madrid,ES,Europe,40.4168,-3.7038,3.3,2024-10-02,10.79,25.18,27.39,48.04,1.36,45.0
Rome,IT,Europe,41.9028,12.4964,2.8,2024-10-02,24.89,46.34,35.45,49.67,4.78,77.6
Moscow,RU,Europe,55.7558,37.6173,12.6,2024-10-02,31.72,63.09,36.36,41.02,6.34,92.2
Amsterdam,NL,Europe,52.3676,4.9041,0.9,2024-10-02,22.41,41.12,32.71,44.62,4.08,72.3
Warsaw,PL,Europe,52.2297,21.0122,1.9,2024-10-02,45.64,81.47,41.82,48.69,9.13,125.6
New York,US,North America,40.7128,-74.006,8.3,2024-10-02,17.37,34.06,24.69,44.81,3.87,61.5
Los Angeles,US,North America,34.0522,-118.2437,3.9,2024-10-02,27.46,53.69,28.23,62.74,3.49,83.1
Mexico City,MX,North America,19.4326,-99.1332,21.5,2024-10-02,51.17,94.25,40.08,53.85,13.23,139.4
Chicago,US,North America,41.8781,-87.6298,2.7,2024-10-02,45.5,78.25,39.75,54.65,10.1,125.3
Toronto,CA,North America,43.6532,-79.3832,2.9,2024-10-02,31.55,55.32,33.77,49.46,6.31,91.8
São Paulo,BR,South America,-23.5505,-46.6333,12.3,2024-10-02,52.3,90.96,41.65,47.19,9.46,142.3
Rio de Janeiro,BR,South America,-22.9068,-43.1729,6.7,2024-10-02,59.71,102.06,46.35,57.41,10.94,154.5
Buenos Aires,AR,South America,-34.6037,-58.3816,15.6,2024-10-02,13.48,33.23,23.74,40.65,2.1,53.2
Fortaleza,BR,South America,-3.7172,-38.5433,2.7,2024-10-02,31.36,57.03,31.68,56.01,5.67,91.4
Santiago,CL,South America,-33.4489,-70.6693,5.3,2024-10-02,50.72,94.08,56.36,48.82,10.54,138.3
Bogotá,CO,South America,4.711,-74.0721,7.9,2024-10-02,31.97,59.95,36.98,40.99,6.99,92.7
Cairo,EG,Africa,30.0444,31.2357,21.0,2024-10-02,99.58,186.87,47.29,51.37,18.92,196.4
Lagos,NG,Africa,6.5244,3.3792,15.4,2024-10-02,28.04,64.55,21.52,36.91,2.61,84.3
Johannesburg,ZA,Africa,-26.2041,28.0473,6.0,2024-10-02,25.77,58.65,31.88,42.73,11.15,79.5
Nairobi,KE,Africa,-1.2921,36.8219,4.4,2024-10-02,72.51,121.27,51.76,54.25,15.5,168.0
Sydney,AU,Oceania,-33.8688,151.2093,5.3,2024-10-02,30.24,52.86,32.62,54.57,6.05,89.0
Melbourne,AU,Oceania,-37.8136,144.9631,5.2,2024-10-02,6.93,17.4,17.47,43.48,1.0,28.9
Delhi,IN,Asia,28.7041,77.1025,32.0,2024-10-03,73.19,144.79,36.6,33.96,7.64,168.7
Beijing,CN,Asia,39.9042,116.4074,21.5,2024-10-03,73.1,132.14,44.05,36.43,17.62,168.6
Tokyo,JP,Asia,35.6762,139.6503,14.0,2024-10-03,38.48,65.22,34.74,44.04,6.7,107.7
Seoul,KR,Asia,37.5665,126.978,9.8,2024-10-03,53.06,94.6,41.53,45.92,11.61,144.2
Mumbai,IN,Asia,19.076,72.8777,20.9,2024-10-03,64.99,124.99,43.0,39.0,10.0,160.1
Shanghai,CN,Asia,31.2304,121.4737,27.8,2024-10-03,72.75,134.12,53.37,38.82,18.55,168.2
Bangkok,TH,Asia,13.7563,100.5018,10.1,2024-10-03,89.07,156.11,59.04,60.22,16.81,185.4
Jakarta,ID,Asia,-6.2088,106.8456,10.9,2024-10-03,29.85,64.78,28.93,38.96,4.97,88.2
Hong Kong,HK,Asia,22.3193,114.1694,7.5,2024-10-03,25.64,50.96,35.32,41.19,6.13,79.2
Singapore,SG,Asia,1.3521,103.8198,5.9,2024-10-03,37.2,64.81,37.6,49.56,8.04,104.5
Kolkata,IN,Asia,22.5726,88.3639,14.7,2024-10-03,130.35,238.02,67.67,53.6,20.07,228.7
Dubai,AE,Asia,25.2048,55.2708,3.6,2024-10-03,43.17,127.26,37.09,59.45,11.63,119.4
Riyadh,SA,Asia,24.7136,46.6753,7.0,2024-10-03,55.32,157.98,37.66,59.6,11.06,149.8
Hanoi,VN,Asia,21.0285,105.8542,8.4,2024-10-03,34.61,64.41,24.8,35.88,7.92,98.4
Lahore,PK,Asia,31.5204,74.3587,11.2,2024-10-03,176.61,294.92,78.31,56.98,29.32,227.5
London,GB,Europe,51.5074,-0.1278,9.0,2024-10-03,20.18,37.27,34.09,44.45,4.64,67.5
Paris,FR,Europe,48.8566,2.3522,2.2,2024-10-03,16.13,32.2,30.07,40.84,3.23,58.8
Berlin,DE,Europe,52.52,13.405,3.6,2024-10-03,16.53,32.79,27.26,39.56,2.71,59.7
Madrid,ES,Europe,40.4168,-3.7038,3.3,2024-10-03,15.56,32.34,29.78,49.47,2.31,57.6
Rome,IT,Europe,41.9028,12.4964,2.8,2024-10-03,13.22,28.83,29.61,46.17,2.44,52.6
Moscow,RU,Europe,55.7558,37.6173,12.6,2024-10-03,44.18,81.77,42.59,44.75,8.84,121.9
Amsterdam,NL,Europe,52.3676,4.9041,0.9,2024-10-03,31.44,54.66,37.22,47.33,5.89,91.6
Warsaw,PL,Europe,52.2297,21.0122,1.9,2024-10-03,38.35,70.53,38.18,46.51,7.67,107.4
New York,US,North America,40.7128,-74.006,8.3,2024-10-03,24.48,44.72,28.24,46.94,5.3,76.7
Los Angeles,US,North America,34.0522,-118.2437,3.9,2024-10-03,27.49,53.74,28.25,62.75,3.5,83.2
Mexico City,MX,North America,19.4326,-99.1332,21.5,2024-10-03,45.33,85.49,37.16,52.1,12.07,124.8
Chicago,US,North America,41.8781,-87.6298,2.7,2024-10-03,23.53,45.29,28.76,48.06,5.71,74.7
Toronto,CA,North America,43.6532,-79.3832,2.9,2024-10-03,48.47,80.71,42.24,54.54,9.69,132.7
São Paulo,BR,South America,-23.5505,-46.6333,12.3,2024-10-03,28.96,55.94,29.98,40.19,4.79,86.3
Rio de Janeiro,BR,South America,-22.9068,-43.1729,6.7,2024-10-03,27.18,53.27,30.09,47.65,4.44,82.5
Buenos Aires,AR,South America,-34.6037,-58.3816,15.6,2024-10-03,43.4,78.1,38.7,49.62,8.08,120.0
Fortaleza,BR,South America,-3.7172,-38.5433,2.7,2024-10-03,48.28,82.41,40.14,61.08,9.06,132.2
Santiago,CL,South America,-33.4489,-70.6693,5.3,2024-10-03,22.32,51.48,42.16,40.3,4.86,72.1
Bogotá,CO,South America,4.711,-74.0721,7.9,2024-10-03,27.58,53.38,34.79,39.68,6.12,83.3
